Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
07.09.25 07:15;07.09.25 07:30;1.009,74;419,78;795,41;3.603,36;637,8;25,44;-;1.064,75;62;578,75;29,75;289,5
07.09.25 07:30;07.09.25 07:45;1.006,05;421,34;803,79;3.571,03;1.053,62;25,41;-;1.034,00;61,25;522,75;14;286
07.09.25 07:45;07.09.25 08:00;1.002,93;421,7;824,78;3.571,55;1.576,52;25,29;-;1.038,25;62,25;472,5;20,25;290
07.09.25 08:00;07.09.25 08:15;974,77;408,28;841,34;3.518,08;2.193,52;24,56;-;998,5;62,75;433,75;49,25;293,25
07.09.25 08:15;07.09.25 08:30;969,76;415,17;843,91;3.332,23;2.858,90;24,34;-;981,5;62,75;422,75;26,75;292,75
07.09.25 08:30;07.09.25 08:45;963,94;408,08;855,37;3.013,27;3.575,80;24,37;-;976;62,75;416,25;37,75;294,5
07.09.25 08:45;07.09.25 09:00;960,14;412,13;798,41;2.665,33;4.303,37;24,36;-;954,5;62,5;408;41;293,75
07.09.25 09:00;07.09.25 09:15;944,17;432,12;705,58;2.498,92;5.050,02;24,17;-;947,5;62,5;401,5;130;295,25
07.09.25 09:15;07.09.25 09:30;934,76;415,49;701,3;2.173,82;5.760,16;24,21;-;936,75;62;401,25;42,25;298
07.09.25 09:30;07.09.25 09:45;931,33;408,5;681,16;1.905,21;6.431,49;24,19;-;928,25;61,25;398,5;26;297,75
07.09.25 09:45;07.09.25 10:00;929,29;405,9;682,88;1.659,99;6.899,10;24,16;-;928,75;61,25;398;51,75;306,25
07.09.25 10:00;07.09.25 10:15;902,84;420,19;614,41;1.813,39;7.728,52;24,08;-;935,5;60,5;395,25;43,25;308,25
07.09.25 10:15;07.09.25 10:30;900,18;394,99;614,21;1.808,01;8.249,13;24,05;-;932,75;59,5;394,25;28;306,75
07.09.25 10:30;07.09.25 10:45;893,47;397,7;578,16;1.669,42;8.581,02;24,08;-;916,25;59;394;25;303,75
07.09.25 10:45;07.09.25 11:00;889,77;405;550,6;1.566,99;8.829,96;24,04;-;906,25;57,25;397,25;22;307,5
07.09.25 11:00;07.09.25 11:15;880,63;392,53;457,3;1.696,79;9.312,90;23,99;-;890;55,5;391,25;46,25;311
07.09.25 11:15;07.09.25 11:30;874,96;356,81;441,26;1.727,56;9.482,41;23,9;-;888,75;56;390,25;23;308
07.09.25 11:30;07.09.25 11:45;870,47;345,29;369,59;1.624,14;9.673,25;23,88;-;884,25;55,75;389,25;22;305,75
07.09.25 11:45;07.09.25 12:00;871,45;336,78;350,34;1.680,54;9.931,20;23,89;-;885,75;54,5;387,25;21,75;310,25
07.09.25 12:00;07.09.25 12:15;857,08;347,63;368,85;1.531,31;10.087,64;23,92;-;874,5;52,5;386,75;13,25;310,75
07.09.25 12:15;07.09.25 12:30;856,25;347,75;344,54;1.431,77;10.197,26;23,91;-;874;52;386,5;20,75;305,75
07.09.25 12:30;07.09.25 12:45;853,07;348,69;363,06;1.298,34;10.201,57;23,9;-;876,75;51,25;386;17;298,5
07.09.25 12:45;07.09.25 13:00;853,12;341,28;382,03;1.232,54;10.160,02;23,86;-;863,75;51,5;384,25;22;299,75
07.09.25 13:00;07.09.25 13:15;848,31;337,01;397,07;1.098,11;10.122,83;23,79;-;862,25;51;383,75;18,75;297
07.09.25 13:15;07.09.25 13:30;849,08;334,81;355,77;1.060,27;10.078,28;23,72;-;865;51;383,5;18,5;296,75
07.09.25 13:30;07.09.25 13:45;848,59;333,94;370,12;1.040,08;9.952,91;23,66;-;868;50,25;382,5;8,25;297
07.09.25 13:45;07.09.25 14:00;849,12;321,41;388,54;1.027,04;9.839,53;23,59;-;865,5;49;382,5;3,75;297,75
07.09.25 14:00;07.09.25 14:15;849,76;324,46;382,53;1.022,92;9.745,88;23,54;-;887,75;49,25;382,5;4,75;296,25
07.09.25 14:15;07.09.25 14:30;847,72;327,88;380,45;1.040,60;9.594,62;23,49;-;885;49,5;383;5,75;294,25
07.09.25 14:30;07.09.25 14:45;848,16;334,51;423,04;1.055,25;9.488,37;23,43;-;889;49,75;383;9,5;299,25
07.09.25 14:45;07.09.25 15:00;848,82;334,86;450,79;1.108,39;9.314,47;23,42;-;895;51,25;378,5;12,75;301,25
07.09.25 15:00;07.09.25 15:15;847,41;340,06;427,23;1.369,68;9.036,89;23,43;-;895,25;52,25;383,5;14;300,25
07.09.25 15:15;07.09.25 15:30;851,95;333,9;448,15;1.562,66;8.778,95;23,32;-;889;51,75;383,75;24,25;297,25
07.09.25 15:30;07.09.25 15:45;859,92;325,86;500,49;1.824,07;8.506,15;23,2;-;898,25;51,75;440,5;9,5;302
07.09.25 15:45;07.09.25 16:00;867,8;333,83;568,55;1.925,02;8.179,73;23,25;-;901,5;52;441,5;17,25;305,75
07.09.25 16:00;07.09.25 16:15;880,39;366,62;581,37;2.030,23;7.685,42;23,23;-;918,25;53,25;441,25;8,5;295,5
07.09.25 16:15;07.09.25 16:30;886,45;381,12;668,39;2.442,66;7.361,56;23,19;-;926,75;55;442;7,75;294,25
07.09.25 16:30;07.09.25 16:45;889,27;385,37;757,42;2.735,07;6.868,50;23,08;-;935;56;450;7,75;296
07.09.25 16:45;07.09.25 17:00;900,46;390,64;795,87;2.916,56;6.340,74;23,01;-;947;58;473;62,5;289,5
07.09.25 17:00;07.09.25 17:15;921,32;398,93;1.262,39;2.899,59;5.899,24;23,45;-;953,75;59,25;506;28,25;293,75
07.09.25 17:15;07.09.25 17:30;935,77;414,66;1.314,80;3.183,12;5.248,32;23,39;-;968,25;61,25;514,25;31,75;300,5
07.09.25 17:30;07.09.25 17:45;943,84;423,47;1.292,62;3.469,92;4.504,26;23,36;-;982,25;64;552,75;62,25;304,5
07.09.25 17:45;07.09.25 18:00;959,61;441,98;1.258,74;3.519,67;3.710,73;23,39;-;1.108,25;65,5;616,5;22,5;307,5
07.09.25 18:00;07.09.25 18:15;1.010,52;429,63;1.450,64;3.458,97;2.961,73;23,4;-;1.301,50;67,75;754,25;34,75;314,25
07.09.25 18:15;07.09.25 18:30;1.033,88;441,1;1.495,68;3.446,46;2.243,73;23,38;-;1.510,25;70,25;774,5;79;315,75
07.09.25 18:30;07.09.25 18:45;1.065,00;458,57;1.519,14;3.408,57;1.600,16;23,4;-;1.760,25;72,5;793,5;209,5;320,25
07.09.25 18:45;07.09.25 19:00;1.079,80;491,67;1.538,04;3.346,23;1.058,62;23,43;-;1.913,25;73,5;831,75;405,5;321,5
07.09.25 19:00;07.09.25 19:15;1.103,74;448,25;1.549,65;3.302,59;621,02;23,47;-;1.975,00;74,5;885,5;417;320
07.09.25 19:15;07.09.25 19:30;1.111,43;478,16;1.558,33;3.433,89;309,1;23,5;-;2.042,50;76;896,25;593,5;327,75
07.09.25 19:30;07.09.25 19:45;1.113,11;472,66;1.558,99;3.735,91;104,6;23,74;-;2.088,75;76;904,75;705,25;330
07.09.25 19:45;07.09.25 20:00;1.110,06;446,87;1.563,17;4.110,37;24,67;23,78;-;2.138,75;76,75;913,25;709,25;335,25
07.09.25 20:00;07.09.25 20:15;1.120,36;443,19;1.573,83;4.339,93;6,32;23,81;-;2.151,25;77;923,75;800;342,75
07.09.25 20:15;07.09.25 20:30;1.122,80;422,83;1.582,58;4.620,21;6,7;23,87;-;2.158,75;78;924;635,5;341,5
07.09.25 20:30;07.09.25 20:45;1.114,77;426,73;1.574,17;4.871,91;2,99;23,98;-;2.162,00;77;936;459,75;328,25
07.09.25 20:45;07.09.25 21:00;1.107,82;413,34;1.548,22;5.064,37;2,71;24,12;-;2.148,25;77,25;992,5;238,75;320,5
07.09.25 21:00;07.09.25 21:15;1.099,99;441,04;1.500,47;5.166,34;2,71;24,21;-;2.105,00;76,5;1.032,00;315;315,5
07.09.25 21:15;07.09.25 21:30;1.092,70;413,53;1.496,71;5.289,03;2,39;24,12;-;2.064,50;76;1.039,25;152,75;318,5
07.09.25 21:30;07.09.25 21:45;1.073,54;405,6;1.472,07;5.402,09;1,83;23,81;-;2.053,25;76;1.059,00;87,75;309,5
07.09.25 21:45;07.09.25 22:00;1.067,03;399,24;1.443,37;5.505,02;1,74;24,19;-;2.021,50;75;1.067,75;52,5;316
07.09.25 22:00;07.09.25 22:15;1.042,54;397,17;1.446,92;5.261,86;1,7;24,28;-;2.071,50;74,75;1.065,25;129,75;323,75
07.09.25 22:15;07.09.25 22:30;1.034,50;392,41;1.420,65;5.257,83;1,63;24,32;-;2.064,50;74;1.082,25;80,25;326,25
07.09.25 22:30;07.09.25 22:45;1.033,22;391,96;1.380,08;5.203,55;1,64;24,41;-;2.034,00;73;1.119,50;67,75;328
07.09.25 22:45;07.09.25 23:00;1.029,98;387,78;1.328,25;5.139,00;1,61;24,44;-;2.007,00;72,5;1.167,75;52,75;326,75
07.09.25 23:00;07.09.25 23:15;1.003,05;395,85;1.350,99;5.068,60;1,64;24,51;-;1.956,00;71,5;1.183,75;12,25;313,75
07.09.25 23:15;07.09.25 23:30;996,14;388,95;1.348,73;4.980,52;1,78;24,57;-;1.900,00;70,5;1.189,75;0,75;317,25
07.09.25 23:30;07.09.25 23:45;991,52;386,79;1.347,54;4.870,52;1,57;24,66;-;1.861,75;70;1.193,50;0,5;317,5
07.09.25 23:45;08.09.25 00:00;989,64;385,89;1.349,22;4.783,45;1,53;24,77;-;1.846,00;71;1.187,25;0,25;312,75
08.09.25 00:00;08.09.25 00:15;947,29;383,89;1.380,44;4.691,59;2,32;24,77;-;1.845,00;70,75;1.144,25;70,5;300,75
08.09.25 00:15;08.09.25 00:30;943,25;375,96;1.376,02;4.600,77;1,65;24,7;-;1.837,75;69;1.135,00;35,5;302,25
08.09.25 00:30;08.09.25 00:45;941,01;375,41;1.367,72;4.435,84;1,49;24,71;-;1.832,75;65,5;1.152,25;0,75;303,5
08.09.25 00:45;08.09.25 01:00;938,38;374,67;1.357,95;4.309,42;1,35;24,7;-;1.829,50;67,75;1.152,00;0,5;306
08.09.25 01:00;08.09.25 01:15;929,29;373,42;1.365,39;4.223,68;1,26;24,57;-;1.841,00;68;1.162,25;0,25;307,25
08.09.25 01:15;08.09.25 01:30;930,51;371,78;1.363,45;4.152,55;1,37;24,57;-;1.830,75;63,5;1.158,75;0,25;311,25
08.09.25 01:30;08.09.25 01:45;930,85;373,75;1.361,51;4.056,86;1,34;24,58;-;1.818,25;65;1.166,75;0,25;305,75
08.09.25 01:45;08.09.25 02:00;929,86;371,76;1.361,13;3.945,47;1,81;24,63;-;1.826,25;62,5;1.171,75;0,25;305,75
08.09.25 02:00;08.09.25 02:15;921,97;368,51;1.366,73;3.839,75;1,32;24,69;-;1.830,75;62,5;1.183,75;0,25;306
08.09.25 02:15;08.09.25 02:30;920,8;369,01;1.366,58;3.767,53;2,12;24,73;-;1.811,50;86,5;1.184,75;1,75;313,25
08.09.25 02:30;08.09.25 02:45;921,26;369,61;1.363,11;3.696,65;1,96;24,85;-;1.806,50;95,25;1.192,75;0,25;317,25
08.09.25 02:45;08.09.25 03:00;920,14;368,04;1.356,93;3.636,29;1,39;24,82;-;1.801,75;94,75;1.179,25;0,25;305,5
08.09.25 03:00;08.09.25 03:15;920,25;366,93;1.349,96;3.585,11;1,46;24,77;-;1.827,25;96,5;1.204,00;0,25;301,5
08.09.25 03:15;08.09.25 03:30;919,76;365,84;1.348,32;3.507,83;1,36;24,75;-;1.835,00;94,75;1.203,50;0,25;305,25
08.09.25 03:30;08.09.25 03:45;919,9;365,97;1.342,97;3.440,82;1,32;24,76;-;1.830,75;170,75;1.204,25;0,25;305,25
08.09.25 03:45;08.09.25 04:00;922,04;367,59;1.340,27;3.388,81;1,37;24,74;-;1.864,25;228,5;1.202,50;0,25;299,75
08.09.25 04:00;08.09.25 04:15;926,93;371,64;1.397,79;3.317,67;1,36;24,79;-;1.959,50;252,25;1.215,75;0,25;302,25
08.09.25 04:15;08.09.25 04:30;932,51;372,62;1.394,19;3.284,61;1,41;24,68;-;2.029,75;272;1.216,50;0,25;304,25
08.09.25 04:30;08.09.25 04:45;931,73;371,65;1.403,74;3.239,80;1,51;24,68;-;2.076,50;284,5;1.217,50;0,25;300,25
08.09.25 04:45;08.09.25 05:00;937,12;373,49;1.430,60;3.202,38;1,44;24,6;-;2.160,25;303;1.255,25;0,75;298,5
08.09.25 05:00;08.09.25 05:15;957,14;378,01;1.351,52;3.140,69;1,37;24,33;-;2.263,00;385,75;1.378,00;17,25;297
08.09.25 05:15;08.09.25 05:30;962,17;379,54;1.381,86;3.082,15;1,41;24,29;-;2.322,00;460,5;1.424,75;1;298,75
08.09.25 05:30;08.09.25 05:45;976,53;414,91;1.393,68;3.022,08;1,77;24,21;-;2.392,75;495,75;1.489,75;81,5;297
08.09.25 05:45;08.09.25 06:00;984,97;418,45;1.379,71;2.980,01;3,97;24,12;-;2.465,25;542,25;1.605,50;263;295,5
08.09.25 06:00;08.09.25 06:15;1.014,56;397,73;1.409,28;3.059,70;6,4;24,06;-;2.513,25;602,25;1.704,00;58,25;296
08.09.25 06:15;08.09.25 06:30;1.035,80;442,2;1.424,16;2.992,57;8,21;24,2;-;2.527,00;654;1.782,00;288,5;297,75
08.09.25 06:30;08.09.25 06:45;1.060,05;468,76;1.380,30;2.890,87;22,21;24,19;-;2.520,25;690;1.799,50;544,75;293
08.09.25 06:45;08.09.25 07:00;1.068,38;433,51;1.353,91;2.869,58;97,42;23,99;-;2.515,75;708,5;1.783,25;654,75;291,5
08.09.25 07:00;08.09.25 07:15;1.086,97;485,32;1.199,55;2.834,73;314,18;18,58;-;2.511,50;718,75;1.784,00;957,25;295
08.09.25 07:15;08.09.25 07:30;1.094,93;468,63;1.148,51;2.645,66;613,24;18,17;-;2.485,75;726,75;1.778,50;1.066,00;296
08.09.25 07:30;08.09.25 07:45;1.096,02;474,72;1.123,66;2.462,14;1.025,17;18,18;-;2.500,00;726,5;1.786,00;1.057,75;299,25
08.09.25 07:45;08.09.25 08:00;1.093,13;460,69;1.084,95;2.349,88;1.523,07;18,26;-;2.512,75;731;1.774,25;1.013,25;299,25
08.09.25 08:00;08.09.25 08:15;1.072,53;424,09;1.093,23;2.205,45;2.072,56;18,6;-;2.491,00;725,75;1.728,50;960,25;297,5
08.09.25 08:15;08.09.25 08:30;1.066,67;414,36;1.051,06;1.992,94;2.636,31;18,8;-;2.472,00;729;1.723,50;875,5;302
08.09.25 08:30;08.09.25 08:45;1.055,90;432,1;967,4;1.811,70;3.242,74;18,94;-;2.470,00;736,75;1.712,75;727,5;298
08.09.25 08:45;08.09.25 09:00;1.049,79;421,39;886,41;1.591,19;3.914,29;19,02;-;2.439,50;745,5;1.661,50;503,75;300,75
08.09.25 09:00;08.09.25 09:15;1.015,98;420,41;889,85;1.361,08;4.488,36;19;-;2.399,50;743,75;1.610,25;415,25;302
08.09.25 09:15;08.09.25 09:30;1.005,36;418,19;832,97;1.188,51;5.066,31;19;-;2.400,50;728,75;1.603,75;122,25;296
08.09.25 09:30;08.09.25 09:45;993,99;420,37;789,15;1.083,70;5.597,05;18,81;-;2.410,25;704,25;1.539,50;21,25;295
08.09.25 09:45;08.09.25 10:00;984,87;423,17;746,55;1.043,15;6.105,32;18,68;-;2.357,00;690;1.478,25;16,25;298,5
08.09.25 10:00;08.09.25 10:15;946,08;427,25;699,22;1.069,60;6.602,51;18,68;-;2.205,50;687,5;1.409,00;4,75;292,25
08.09.25 10:15;08.09.25 10:30;926,84;440,48;670,36;1.093,94;6.990,17;18,62;-;2.110,50;673;1.280,25;2;288,75
08.09.25 10:30;08.09.25 10:45;918;429,48;656,44;1.143,54;7.260,50;18,52;-;2.081,25;663;1.150,00;0,25;290,5
08.09.25 10:45;08.09.25 11:00;913,66;433,78;603,97;1.207,80;7.602,07;18,42;-;2.041,25;631;1.039,75;0,25;291,5
08.09.25 11:00;08.09.25 11:15;893,24;468,19;452,7;1.270,74;7.841,38;18,49;-;1.965,25;639,25;965,5;1,75;290
08.09.25 11:15;08.09.25 11:30;889,82;449,48;387,15;1.335,99;7.990,24;18,43;-;1.921,25;644,75;984;18,5;289,25
08.09.25 11:30;08.09.25 11:45;885;429,28;355,05;1.388,32;8.138,86;18,52;-;1.893,25;650,75;986,25;0,25;287,75
08.09.25 11:45;08.09.25 12:00;882,5;432,38;308,16;1.420,70;8.201,83;18,32;-;1.893,00;636;977;9,25;276
08.09.25 12:00;08.09.25 12:15;860,4;454,65;211,88;1.385,81;8.204,65;23,1;-;1.892,00;604,5;943;2,25;276,5
08.09.25 12:15;08.09.25 12:30;850,26;435,76;194,69;1.366,00;8.193,38;23,44;-;1.921,25;601,75;945,25;9,25;276,5
08.09.25 12:30;08.09.25 12:45;860;445,34;138,02;1.351,93;8.134,16;23,39;-;1.869,75;612,25;952,25;0,75;278
08.09.25 12:45;08.09.25 13:00;855,94;467,03;140,83;1.300,06;8.007,52;23,23;-;1.859,75;628,5;950;12;278
08.09.25 13:00;08.09.25 13:15;848,38;452,45;133,82;1.241,54;7.849,29;23,12;-;1.846,00;651;989,25;0,5;276,5
08.09.25 13:15;08.09.25 13:30;850,31;469,82;132,95;1.196,75;7.683,44;23,12;-;1.836,00;677,5;992,5;34;277
08.09.25 13:30;08.09.25 13:45;853,29;458,27;132,47;1.133,95;7.498,74;23,09;-;1.844,00;695,75;1.029,00;12;276
08.09.25 13:45;08.09.25 14:00;866,16;498,88;124,6;1.086,38;7.270,32;23,19;-;1.775,25;703,75;1.102,25;68,75;276,25
08.09.25 14:00;08.09.25 14:15;867,45;484,31;116,91;1.028,65;7.107,71;23,22;-;1.778,75;708;1.060,00;31;276,25
08.09.25 14:15;08.09.25 14:30;873,35;480,15;122,43;969,84;6.790,06;23,3;-;1.875,00;732,75;1.076,25;41,5;276,75
08.09.25 14:30;08.09.25 14:45;882,23;511,92;100,79;890,19;6.522,75;23,61;-;1.938,75;766,5;1.083,25;52,5;276,75
08.09.25 14:45;08.09.25 15:00;887,89;560,36;98,61;809,78;6.192,03;23,62;-;1.992,00;787,75;1.116,00;137;280
08.09.25 15:00;08.09.25 15:15;887,74;487,89;107,48;740,58;5.918,50;23,58;-;2.109,00;799,75;1.205,50;17,5;279,5
08.09.25 15:15;08.09.25 15:30;898,58;466,79;100,9;693,38;5.683,72;23,61;-;2.184,75;816,75;1.247,75;13;279,25
08.09.25 15:30;08.09.25 15:45;903,58;437,28;98,29;631,3;5.393,10;23,65;-;2.298,25;822,5;1.333,25;11,25;278,75
08.09.25 15:45;08.09.25 16:00;904,11;455,59;96,27;584,62;5.090,80;23,76;-;2.469,00;860,5;1.342,75;60,5;273,5
08.09.25 16:00;08.09.25 16:15;927,99;484,03;155,26;542,05;4.727,72;23,92;-;2.576,50;886,75;1.460,75;53,25;271
08.09.25 16:15;08.09.25 16:30;939,92;497,33;139,92;507,95;4.298,93;24,15;-;2.604,75;926,25;1.597,50;13,75;273,5
08.09.25 16:30;08.09.25 16:45;956,07;518,54;117,72;482,01;3.913,13;24,16;-;2.623,00;966,75;1.703,25;51;283,25
08.09.25 16:45;08.09.25 17:00;975,25;503,09;121,88;445,59;3.507,37;24,21;-;2.637,25;979,25;1.873,00;211;285,25
08.09.25 17:00;08.09.25 17:15;1.015,81;497,72;133,85;418,27;3.063,54;24,16;-;2.650,75;997,5;2.095,00;342,25;303,5
08.09.25 17:15;08.09.25 17:30;1.033,30;546,54;132,95;392,2;2.626,54;24,21;-;2.681,00;1.018,25;2.227,25;512,75;303
08.09.25 17:30;08.09.25 17:45;1.055,59;603,83;123,16;380,2;2.206,37;24,18;-;2.690,00;1.038,00;2.306,00;904,75;302,75
08.09.25 17:45;08.09.25 18:00;1.076,02;596,53;97,38;391,41;1.825,59;24,21;-;2.676,25;1.049,00;2.396,75;1.017,00;305,5
08.09.25 18:00;08.09.25 18:15;1.121,75;588,34;101,74;425,65;1.445,46;24,27;-;2.684,75;1.050,25;2.532,25;985,75;339
08.09.25 18:15;08.09.25 18:30;1.143,99;615,41;112,27;456,77;1.099,48;24,36;-;2.692,50;1.053,50;2.599,75;1.142,00;367,5
08.09.25 18:30;08.09.25 18:45;1.158,68;621,81;118,82;478,51;783,7;24,38;-;2.691,00;1.055,00;2.655,50;1.226,75;369,25
08.09.25 18:45;08.09.25 19:00;1.168,63;623,19;114,32;477,67;527,43;24,4;-;2.689,75;1.058,00;2.723,50;1.239,00;368,75
08.09.25 19:00;08.09.25 19:15;1.179,53;628,26;102,7;486,73;314,61;24,48;-;2.690,25;1.056,75;2.765,75;1.229,75;370
08.09.25 19:15;08.09.25 19:30;1.183,92;625,51;106,7;530,43;158,36;24,58;-;2.694,75;1.062,00;2.771,50;1.229,25;371,75
08.09.25 19:30;08.09.25 19:45;1.186,48;611,69;111,26;583,5;65,11;24,64;-;2.688,50;1.058,00;2.773,25;1.257,25;371,75
08.09.25 19:45;08.09.25 20:00;1.191,08;615,03;112,06;616,15;33,2;24,66;-;2.688,00;1.057,75;2.696,50;1.350,00;371,25
08.09.25 20:00;08.09.25 20:15;1.188,11;661,51;121,11;602,03;18,14;24,7;-;2.687,25;1.063,25;2.658,75;1.302,25;370,5
08.09.25 20:15;08.09.25 20:30;1.184,57;625,39;135,18;666,41;18,02;24,7;-;2.691,25;1.068,50;2.652,25;1.217,75;371,75
08.09.25 20:30;08.09.25 20:45;1.182,74;613,79;139,64;724,37;12,52;24,6;-;2.696,75;1.066,00;2.652,50;1.203,75;371,25
08.09.25 20:45;08.09.25 21:00;1.180,14;595,98;131,72;775,97;8,32;24,59;-;2.683,00;1.056,75;2.660,25;1.129,75;369,75
08.09.25 21:00;08.09.25 21:15;1.157,95;566,6;135,7;800,12;5,27;24,78;-;2.723,00;1.049,75;2.657,50;1.065,25;369,75
08.09.25 21:15;08.09.25 21:30;1.148,31;565,09;122,64;842,94;2,55;24,81;-;2.738,75;1.048,50;2.649,75;942,75;328,5
08.09.25 21:30;08.09.25 21:45;1.114,84;536,03;116,99;892,1;2,62;24,89;-;2.742,00;1.043,25;2.624,75;696,25;314
08.09.25 21:45;08.09.25 22:00;1.105,76;501,73;118,31;929,79;2,71;24,63;-;2.738,75;1.025,00;2.597,00;504;310,25
08.09.25 22:00;08.09.25 22:15;1.068,67;494,13;129,33;918,23;2,18;24,54;-;2.748,25;961,25;2.458,25;473,5;297,75
08.09.25 22:15;08.09.25 22:30;1.060,46;500,15;128,34;887,6;2,09;24,63;-;2.737,00;966,75;2.387,50;393,75;293,5
08.09.25 22:30;08.09.25 22:45;1.053,30;493,14;130,77;856,58;2,09;24,61;-;2.745,00;970,25;2.374,25;146,75;297
08.09.25 22:45;08.09.25 23:00;1.048,07;470,64;124,32;829,86;1,97;24,7;-;2.744,00;969,5;2.281,25;9,75;295,5
08.09.25 23:00;08.09.25 23:15;1.006,03;471,02;113,84;792,01;1,97;24,67;-;2.691,25;962,25;2.143,25;50,5;282
08.09.25 23:15;08.09.25 23:30;997,26;465,88;105,15;760,8;1,53;24,72;-;2.648,50;962,75;2.108,00;5,5;279,5
08.09.25 23:30;08.09.25 23:45;994,21;446,16;111,24;743,8;1,59;24,51;-;2.642,00;954,25;2.100,25;0,5;278,75
08.09.25 23:45;09.09.25 00:00;988,49;437,54;114,5;728,16;1,59;24,55;-;2.640,75;937,75;2.093,25;0,25;280
09.09.25 00:00;09.09.25 00:15;957,57;438,53;103,78;713;1,68;24,8;-;2.642,75;963,75;2.112,00;5,25;334,75
09.09.25 00:15;09.09.25 00:30;949,04;419,97;93,4;677,31;1,64;24,83;-;2.641,50;978;2.129,25;0,25;342,75
09.09.25 00:30;09.09.25 00:45;949;423,94;84,76;642;1,62;24,84;-;2.639,00;976,5;2.134,25;0,25;343,25
09.09.25 00:45;09.09.25 01:00;948,63;423,4;75,61;644,36;1,69;24,81;-;2.644,00;976,75;2.141,00;0,25;342,25
09.09.25 01:00;09.09.25 01:15;939,39;421,06;65,03;617,05;1,59;24,85;-;2.646,25;977,5;2.149,00;0,25;336
09.09.25 01:15;09.09.25 01:30;938;420,45;58,95;570,75;1,64;24,9;-;2.642,25;976,25;2.168,25;0,25;327,25
09.09.25 01:30;09.09.25 01:45;936,26;421,58;51,24;550,38;1,59;24,91;-;2.640,50;975;2.145,75;0,25;328,75
09.09.25 01:45;09.09.25 02:00;933,8;419,43;41,73;538,54;1,47;24,87;-;2.641,50;974,25;2.158,50;0,25;337
09.09.25 02:00;09.09.25 02:15;929,63;420,58;40,77;534,09;1,75;24,85;-;2.647,25;974,25;2.167,25;0,25;331,5
09.09.25 02:15;09.09.25 02:30;928,91;424,42;40,46;538,77;2,61;24,93;-;2.646,50;971,25;2.153,25;0,25;325
09.09.25 02:30;09.09.25 02:45;927,05;424,24;38,34;527,55;2,06;24,99;-;2.651,75;970,25;2.147,75;0,25;328,75
09.09.25 02:45;09.09.25 03:00;928,6;426,46;38,18;528,45;1,67;25,05;-;2.641,25;972;2.153,50;0,25;327,75
09.09.25 03:00;09.09.25 03:15;926,31;427,8;33,01;510,7;1,74;24,96;-;2.642,50;971,75;2.169,00;0,25;330,25
09.09.25 03:15;09.09.25 03:30;928,5;423,91;27,58;505,07;1,74;24,97;-;2.640,25;973,5;2.166,25;0,25;330,5
09.09.25 03:30;09.09.25 03:45;928,78;425,74;26,62;510,02;1,84;25,06;-;2.624,25;972;2.152,50;0,25;328,5
09.09.25 03:45;09.09.25 04:00;930,68;432,58;22,91;531,04;1,54;25;-;2.627,00;970,25;2.146,75;0,25;326,5
09.09.25 04:00;09.09.25 04:15;936,61;430,98;22,93;533,94;1,66;24,96;-;2.597,50;964,5;2.212,25;0,25;329,5
09.09.25 04:15;09.09.25 04:30;940,82;429,94;15,79;547,29;1,65;24,97;-;2.542,50;995,25;2.189,75;0,5;330,75
09.09.25 04:30;09.09.25 04:45;942,95;418,73;13,66;578,64;1,76;25;-;2.517,75;1.016,00;2.181,75;46;329,5
09.09.25 04:45;09.09.25 05:00;951,57;426,58;16,95;616,01;1,73;24,97;-;2.513,50;1.026,75;2.224,50;37,75;327
09.09.25 05:00;09.09.25 05:15;974,41;454,09;19,24;647,15;1,76;24,92;-;2.539,25;1.054,25;2.229,25;63;327,5
09.09.25 05:15;09.09.25 05:30;982,06;443,19;33,73;668,46;1,71;24,94;-;2.594,25;1.059,75;2.222,75;63,25;316,75
09.09.25 05:30;09.09.25 05:45;989,03;459,76;36,24;690,93;1,87;24,95;-;2.645,00;1.058,25;2.231,50;61,5;315,5
09.09.25 05:45;09.09.25 06:00;999,77;469,41;43,48;744,46;2,03;24,97;-;2.654,75;1.059,25;2.274,50;104;318
09.09.25 06:00;09.09.25 06:15;1.047,58;544,74;53,66;775,99;2,18;24,91;-;2.670,75;1.071,75;2.411,75;471;318,25
09.09.25 06:15;09.09.25 06:30;1.074,87;567,18;53,48;796,86;4,57;24,75;-;2.718,75;1.074,50;2.485,75;755,25;323,5
09.09.25 06:30;09.09.25 06:45;1.093,50;632,44;55,47;833,76;15,31;24,7;-;2.751,25;1.076,00;2.533,50;756,5;331,5
09.09.25 06:45;09.09.25 07:00;1.104,92;604,83;55,43;950,29;75,14;24,62;-;2.724,25;1.076,75;2.588,00;801,75;331
09.09.25 07:00;09.09.25 07:15;1.115,14;627,35;65,89;1.084,00;230,95;24,63;-;2.735,25;1.082,25;2.622,75;999,75;333,25
